"","SerialNo","Point","StRegion","Region","PopBand","PerOO","PerSEG","PropWSpk","GOR","LACode","LAName","ConCode","WConId","WConN","triwales","WtFactor","OldWt","Country","XYVer","OddEven","XYComp","IntDate","SIntDate","StTIM","Househld","RSex","RAge","P2Sex","P2Age","P2Rel3","P2Rel2","P2Rel","P3Sex","P3Age","P3Rel3","P3Rel2","P3Rel","P4Sex","P4Age","P4Rel3","P4Rel2","P4Rel","P5Sex","P5Age","P5Rel3","P5Rel2","P5Rel","P6Sex","P6Age","P6Rel3","P6Rel2","P6Rel","P7Sex","P7Age","P7Rel3","P7Rel2","P7Rel","RAgeCat","RAgeCat2","RSexAge","RSexAge2","MarStat5","MarStat","Married","SmSexPar","NumCh","NCh415","NCh318","HhCh04","HhCh511","HhCh1215","HhCh1617","RCh04","RCh511","RCh1215","RCh1617","HhType","REconAc2","RLastJb2","SEconAc2","SLastJb2","RJbType","SJbType","Readpap","WhPaper","Internt","SupParty","ClosePty","PartyIDN","Partyid1","PartyId2","PtyAlleg","Idstrng","Politics","NeedHelp","CareSat","EdSat","NHSSat","SchPrv","SchVol","HospPrv","HospVol","CarePrv","CareVol","DocTrust","Teachtrs","SocWTrus","ChoHosp","ChoHosp2","ChoTreat","ChoTrea2","ChoCare","ChoCare2","ChTght","ChTght2","ChSch","ChSch2","SpecSch","RegSch","SchAffd","HospAffd","Vouch","InfoSch","InfoDoc","Inspect","GPVis","MealHos","MusicLe","TripMus","HEFee","HEFeeWhn","PAlive","Contpars","FamCare2","CareCos2","NHSView","NHSGlob","NHSCash","EdGlob","EdCash","LAGlob","LACash","Voted2","WhenDecd","VoteC2","YVtClsC","VoteL2","YVtClsL","ScWBrit","Vote1st2","Vote2nd2","MostImp1","MostImp2","MostImp3","MostImp4","MostImp5","VotUKGE2","DfWnScW","DfWnGE","CoalitW2","CoalPC2","EvBlair","EvMorgan","EvWJones","EvGerman","EvBourne","Iraq1","YPBan","Preschg","WindF","WaleParl","WaleParS","WalShInd","DecWFB","DecNHS","DecSch","DecDef","WRowWM","DoesInfl","OughInfl","SNHSIEW2","SNHSWhW2","EdStIEW2","EdStWhW2","SLivIEW2","SLivWhW2","UKIntNat","NatINat2","RegBias2","WhBias2","SRSocCl1","SRSocCl2","SRSocCl","NatClass","NatID","SCInstr","SCDone","SCRetn","SCNote","DisNew3","PrivMed","PrivPaid","SocTrust","Tenure1","Tenure2","RWelshSp","Religion","ReligSum","FamRelig","FrlSum","ChAttend","NatBrit","NatEng","NatEuro","NatIrish","NatNI","NatScot","NatUlst","NatWelsh","NatAsia","NatAfric","NatOth","NatNone","BestNatU","RaceOri2","RPrivEd","OthChld3","ChPrivEd","PrivEd2","StatSC","SchQual","PschQual","EdQual1","EdQual2","EdQual3","EdQual4","EdQual12","EdQual13","EdQual36","EdQual26","EdQual27","EdQual28","EdQual29","EdQual30","EdQual31","EdQual32","EdQual22","EdQual23","EdQual24","EdQual25","EdQual33","EdQual34","EdQual10","EdQual11","EdQual17","EdQual18","EdQual19","EdQual20","EdQual21","EdQual37","EdQual38","EdQual39","HEdQual","HEdQual2","Vote05","VotSW03C","RLastJob","REmplyee","RSuperv","RMany","RSuper","RSupman2","ROcSect2","REmpWork","WkJbHrsI","REmpSta2","SIC92Gp","MinGrp","SMajGrp","MajGrp","SEG2","SEG","SEGGrp","SOCCLas","RGCLass","GHCLass","GHGrp","R2SOC200","IndexNo","R2ES2000","NSSEC","SECFlag","SEG3","SC","SOC90","SOCStatu","ASOC90","SIC2003","P2LastJb","P2Emplye","P2Superv","P2Many","Super2","Supman3","P2OcSec2","P2EmpWrk","P2JbHrsI","P2EmpSt2","SIC92Gp2","MinGrp2","SMajGrp2","MajGrp2","SEG4","SEG5","SEGGrp2","SOCCLas2","RGCLass2","GHCLass2","GHGrp2","P2SOC200","IndexNo2","ES2001","NSSEC2","SECFlag2","SEG6","SC2","SOC91","SOCStat2","ASOC91","SIC2004","UnionSA","AnyBN3","BenefOAP","BenefWar","BenefWid","BenefUB","BenefIS2","BenefPC","BenefCB","BenefCTC","BenefFC","BenefHB","BenefCT","BenefInc","BenefDLA","BenefAtA","BenefSev","BenefICA","BenefInd","BenefOth","MainInc4","HHincome","PhoneX","PhoneBc2","PhoneX2","ComeBac3","THANK","EndTIM","Duration","Serial_N","Issue_N2","INT_NUM2","AIntDate","ADuratio","QStart","QPart","AVersion","ACountry","ASex","AAge","HSTATUS","VCHOICE","ASCDone","SCDone2","SCRetn2","Outcome","IntLang","card","intro","batch","language","ScFailCl","HoFailCl","ParHlpLn","TeJobWel","HlthResp","PSLisCom","PBLisCom","PriNHSn1","PriScn1","ScDecChi","HoDecWho","SecSchEd","NHSpatie","nhsoutp2","nhsinp2","UKGvJob","WAGovJob","PropRep","ProPRNat","ProPRLoc","LikeCon","LikeLab","LikeLD","LikePC","swquiz1b","swquiz3b","quizscbu","swquz42","quz100am","ReDistrb","BigBusnn","Wealth","RichLaw","Indust4","TradVals","StifSent","DeathApp","Obey","WrongLaw","Censor","RsexChck","RageChck","SQDate2","leftrigh","libauth","filter_$"
"733",17417,174,11,4,2,NA,NA,0.03,11,"00PM","Torfaen","","W036","Torfaen Co Const",1,0.712894094222927,0.557728706624606,3,1,1,1,2007-06-18,2007-06-18,10:32:33,1,1,46,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,4,4,4,4,7,5,4,3,0,0,0,0,0,0,0,0,0,0,0,-9,3,-1,-1,-1,1,4,1,4,1,2,2,12,10,5,11,-1,4,2,2,8,1,4,2,4,2,3,2,1,8,1,2,4,3,3,3,3,3,3,2,3,3,4,1,1,2,1,1,1,2,3,4,2,1,2,3,-1,-1,3,1,1,1,8,8,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,4,2,2,2,5,5,98,98,4,2,4,4,5,3,2,1,2,2,2,1,2,1,3,1,8,9,2,1,3,2,2,1,2,-1,2,1,1,1,1,1,-9,2,2,-1,1,1,1,3,3,-9,3,-9,7,1,2,2,2,2,2,2,1,2,2,2,2,8,9,2,2,-1,3,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,-9,1,2,-9,0,3,1,5,37,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,8132,-9,7,12.4,0,10,4,-9,-9,-9,34,-9,-9,-9,-9,"",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,9,1,1,2,1,1,11:16:30,44,17417,1,"0611",2007-06-18,44,1,1,2,3,1,46,3,5,1,1,1,111,1,1,611,4050,1,4,4,1,3,1,3,5,1,1,1,2,1,2,1,9,4,4,2,3,3,4,4,4,4,2,1,2,8,8,4,1,1,1,1,1,1,1,1,3,1,1,46,18062007,1.6,4.66666666666667,1
"734",17506,175,11,4,2,NA,NA,0.04,11,"00PM","Torfaen","","W036","Torfaen Co Const",1,1.49138525019246,1.11545741324921,3,2,2,1,2007-06-19,2007-06-19,11:52:41,5,2,39,1,42,1,1,1,1,17,2,2,2,2,15,2,2,2,1,8,2,2,2,0,-1,0,0,0,0,-1,0,0,0,3,3,11,10,1,1,1,1,3,2,3,0,1,1,1,0,1,1,1,-9,10,6,8,4,4,3,2,-1,1,2,2,5,7,4,10,3,4,2,2,2,3,8,3,8,3,3,2,3,2,3,1,3,1,3,2,3,2,3,1,3,2,2,8,8,2,2,1,3,5,4,3,4,3,-1,1,2,3,3,3,3,2,2,1,3,1,4,1,5,4,5,4,1,5,6,2,-2,-2,-2,-2,5,4,4,2,2,5,6,6,98,98,2,1,2,3,2,2,3,1,1,3,2,1,1,1,2,8,3,1,3,8,3,2,2,1,4,2,2,1,2,1,1,1,-9,2,2,-1,2,3,2,3,2,-9,1,-9,7,2,2,2,2,2,2,2,1,2,2,2,2,8,9,2,-1,2,3,1,1,2,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,5,6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,"",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,6,5,1,1,2,1,1,12:44:36,52,17506,1,"0611",2007-06-19,52,1,1,2,3,2,39,3,5,1,1,1,111,1,1,611,3198,1,4,4,2,3,4,3,4,8,8,8,8,2,8,2,2,4,3,3,3,3,2,2,2,7,8,8,2,2,8,2,2,1,1,1,1,1,1,3,2,3,2,39,19062007,1.4,4.16666666666667,1
"735",17507,175,11,4,2,NA,NA,0.04,11,"00PM","Torfaen","","W036","Torfaen Co Const",1,1.30895356627792,1.11545741324921,3,2,1,1,2007-08-23,2007-08-23,15:03:50,2,2,34,1,27,1,1,1,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,2,2,10,9,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,-9,3,-1,3,-3,1,1,2,-1,2,1,-1,5,7,4,10,2,2,2,1,2,3,4,2,3,2,2,2,2,1,2,1,3,1,3,3,3,3,3,1,3,2,3,2,2,2,1,2,2,2,3,2,2,3,-1,2,3,4,1,2,3,2,2,2,3,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,3,2,2,5,8,5,5,98,2,2,2,4,4,5,2,1,1,1,2,2,2,1,2,2,2,2,3,2,3,2,2,2,4,2,2,1,2,1,1,1,-9,2,2,-1,1,2,1,2,0,-9,3,-9,8,2,2,2,2,2,2,2,1,2,2,2,2,8,9,2,2,-1,3,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,1,2,1,5,-9,1,1,12,12,1,3,4,30,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2312,-9,6,4.1,0,5.1,2,-9,-9,-9,80,-9,-9,-9,-9,"",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,17,1,1,2,1,1,15:46:03,43,17507,1,"0611",2007-08-23,43,1,1,2,3,2,34,3,5,1,1,1,111,1,1,611,6023,1,4,4,1,4,4,2,2,2,1,3,1,2,1,2,9,3,3,3,3,3,5,5,5,8,3,3,2,8,3,3,3,2,1,2,2,2,3,2,2,2,2,34,23082007,2.2,3.83333333333333,1
"736",17510,175,11,4,2,NA,NA,0.04,11,"00PM","Torfaen","","W036","Torfaen Co Const",1,2.61790713255584,2.23091482649842,3,2,2,1,2007-07-02,2007-07-02,13:29:57,4,2,25,2,21,6,6,4,2,49,4,4,3,1,47,4,4,3,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,2,2,10,9,7,5,4,3,0,0,0,0,0,0,0,0,0,0,0,-9,3,-1,-1,-1,1,4,2,-1,1,2,1,2,2,2,5,3,4,4,2,4,2,3,3,3,3,3,3,2,2,2,2,1,1,1,2,3,3,3,2,4,2,2,1,1,2,1,2,2,4,4,2,3,2,2,2,2,4,3,3,2,3,2,2,2,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,2,2,8,6,5,98,98,2,2,2,4,2,2,3,1,1,1,1,2,2,1,2,2,2,2,3,2,2,1,1,-1,2,-1,2,3,3,1,1,1,-9,1,2,-1,2,2,1,3,0,-9,0,-9,-9,1,2,2,2,2,2,2,2,2,2,2,2,1,9,2,2,-1,3,-1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,3,4,2,2,-9,1,1,2,2,2,3,3,25,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3231,26062,6,4.1,0,5.1,2,371,0,-9,80,-9,-9,-9,-9,"",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,98,1,1,2,1,1,14:17:07,48,17510,1,"0611",2007-07-02,48,1,1,2,3,2,25,3,5,1,1,1,111,1,1,611,2190,1,4,4,1,4,3,2,2,1,3,3,2,1,2,2,3,2,2,3,3,2,4,7,6,6,8,2,2,2,8,3,2,2,3,3,2,1,1,2,3,2,2,25,2072007,2.6,4.16666666666667,1
"737",17513,175,11,4,2,NA,NA,0.04,11,"00PM","Torfaen","","W036","Torfaen Co Const",1,1.4795032837656,1.11545741324921,3,2,1,1,2007-06-25,2007-06-25,17:02:23,2,1,55,2,43,1,1,1,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,5,5,5,5,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,-9,8,4,10,6,3,3,1,1,2,1,-1,2,2,2,4,2,5,4,4,3,2,5,2,3,2,2,2,2,2,3,1,4,1,3,1,3,2,3,2,3,3,3,2,2,3,1,4,2,1,5,3,1,2,2,3,-1,-1,1,2,3,2,2,2,3,2,4,4,2,1,2,2,3,2,5,97,-2,-2,-2,-2,2,1,2,1,1,7,6,5,4,98,4,2,2,3,3,3,3,1,3,1,2,1,1,1,4,1,3,2,5,1,2,2,2,2,4,2,2,1,3,1,1,1,-9,1,2,-1,1,3,2,3,0,-9,1,-9,7,2,2,2,2,2,2,2,1,2,2,2,2,8,9,2,2,-1,3,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,2,2,4,1,2,-9,0,3,3,4,40,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,9235,4483,7,13.4,0,11,5,933,0,-9,90,-9,-9,-9,-9,"",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,11,1,1,1,1,1,18:04:10,62,17513,1,"0611",2007-06-25,62,1,1,2,3,1,55,3,5,1,1,1,111,1,1,611,3118,1,4,4,2,4,2,2,2,4,4,8,1,1,2,2,2,3,2,3,4,4,0,8,6,7,2,2,1,1,8,4,2,2,2,2,1,1,3,2,3,1,1,55,25062007,2.4,4.16666666666667,1
"738",17514,175,11,4,2,NA,NA,0.04,11,"00PM","Torfaen","","W036","Torfaen Co Const",1,1.96399118041257,1.11545741324921,3,1,2,1,2007-06-22,2007-06-22,15:00:41,4,1,37,2,28,1,1,1,1,9,2,2,2,1,7,2,2,2,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,3,3,3,3,3,2,1,1,2,2,2,0,2,0,0,0,2,0,0,-9,3,-1,10,1,1,3,2,-1,1,2,2,1,1,1,3,3,5,4,2,4,2,4,3,4,2,3,2,4,3,2,1,4,1,3,1,3,2,2,1,3,4,4,2,1,5,2,4,4,5,5,5,3,3,-1,2,3,5,3,2,3,2,3,2,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,5,5,2,2,2,2,98,98,98,4,3,2,4,1,1,1,1,1,1,1,1,1,1,3,1,3,1,4,1,4,3,1,-1,1,-1,1,2,1,1,1,1,-9,2,2,-1,2,2,1,3,0,-9,2,-9,7,2,2,2,2,2,2,2,1,2,2,2,2,8,9,2,-1,2,3,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,-9,2,2,-9,0,-9,-9,0,30,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,9211,-9,3,9.1,0,12,5,-9,-9,-9,64,-9,-9,-9,-9,"",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,7,1,1,2,1,1,15:42:59,42,17514,1,"0611",2007-06-22,42,1,1,2,3,1,37,3,5,1,1,1,111,1,1,611,3090,1,4,4,1,5,4,5,5,1,1,1,2,1,2,2,4,5,5,2,1,2,3,2,2,3,4,1,3,8,8,4,3,2,2,2,2,2,1,2,3,4,1,37,22062007,2.6,3.66666666666667,1
"739",17602,176,11,4,2,NA,NA,0.05,11,"00PM","Torfaen","","W036","Torfaen Co Const",1,0.705564932659195,0.557728706624606,3,1,2,1,2007-06-04,2007-06-04,11:13:50,1,1,91,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,7,6,7,6,6,4,3,3,0,0,0,0,0,0,0,0,0,0,0,-9,9,5,-1,-1,3,4,1,2,2,1,-1,2,2,2,4,2,4,4,1,1,1,5,1,5,5,3,3,1,2,2,1,1,1,1,1,1,1,1,2,2,5,4,2,2,3,4,4,3,5,5,5,5,3,-1,3,-1,-1,1,5,1,1,2,1,5,1,4,1,2,1,2,1,1,2,3,97,-2,-2,-2,-2,2,1,1,1,1,10,9,2,7,3,1,2,1,3,3,4,2,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,-1,2,-1,2,1,1,1,1,1,-9,2,2,-1,2,3,2,3,8,-9,8,-9,6,2,2,2,2,2,2,2,1,2,2,2,2,8,9,2,2,-1,3,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,2,2,5,1,2,-9,0,3,2,4,40,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,9221,20023,7,12.2,0,10,4,950,0,-9,85,-9,-9,-9,-9,"",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4,4,1,2,2,2,1,12:02:29,45,17602,1,"7169",2007-06-04,45,1,1,1,3,1,91,3,5,1,1,1,111,1,1,7169,1109,1,4,4,2,2,1,1,4,1,1,2,2,1,1,2,2,1,1,4,1,4,3,9,6,4,1,1,1,2,8,3,1,1,1,2,1,1,5,1,1,2,1,91,4062007,1.6,4.16666666666667,1
"740",17604,176,11,4,2,NA,NA,0.05,11,"00PM","Torfaen","","W036","Torfaen Co Const",1,0.401457805534306,0.557728706624606,3,2,2,1,2007-06-04,2007-06-04,12:15:55,1,2,62,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,6,5,14,12,6,4,3,3,0,0,0,0,0,0,0,0,0,0,0,-9,10,5,-1,-1,3,4,2,-1,2,2,2,20,99,8,98,-1,4,2,1,3,2,3,2,5,1,5,1,3,2,3,2,3,1,3,2,3,1,3,2,2,2,2,2,1,1,3,3,4,5,5,2,3,2,1,3,-1,-1,1,2,2,1,3,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,4,1,1,7,3,3,3,2,2,2,1,1,4,4,2,1,1,1,2,3,1,1,4,1,3,1,3,2,3,2,2,3,4,1,1,1,4,1,1,1,-9,2,2,-1,2,1,1,3,8,-9,8,-9,1,1,2,2,2,2,2,2,2,2,2,2,2,1,9,2,2,-1,3,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,2,0,5,1,2,-9,0,3,1,1,15,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4217,-9,7,7.1,0,6,3.1,-9,-9,-9,63,-9,-9,-9,-9,"",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,1,2,2,2,1,13:12:04,50,17604,1,"7169",2007-06-04,50,1,1,1,3,2,62,3,5,1,1,1,111,1,1,7169,1108,1,2,3,2,2,4,2,2,1,1,2,2,2,2,4,4,3,3,3,3,3,98,98,98,98,8,8,8,8,8,4,2,3,3,2,2,2,2,2,3,2,2,62,4062007,2.8,3.83333333333333,1
"741",17605,176,11,4,2,NA,NA,0.05,11,"00PM","Torfaen","","W036","Torfaen Co Const",1,0.649076523470354,0.557728706624606,3,2,1,1,2007-08-17,2007-08-17,18:53:06,1,1,42,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,3,3,3,3,7,5,4,3,0,0,0,0,0,0,0,0,0,0,0,-9,3,-1,-1,-1,1,4,2,-1,2,2,2,2,2,2,6,3,4,4,8,2,1,3,2,3,8,3,3,1,3,3,4,4,3,4,3,4,1,2,3,4,2,4,2,2,2,1,4,1,5,5,1,5,2,1,2,3,4,3,2,1,1,1,1,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,3,8,8,6,98,98,98,98,3,4,4,4,4,4,2,1,2,1,2,1,2,1,2,8,2,8,2,8,3,3,2,1,4,2,2,2,2,1,1,1,-9,2,2,-1,2,2,1,3,0,-9,0,-9,-9,1,2,2,2,2,2,2,1,2,2,2,2,8,9,2,1,2,3,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,0,0,-9,1,2,-9,0,3,1,3,45,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,5223,16252,7,11.1,0,9,3.2,516,0,-9,29,-9,-9,-9,-9,"",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,7,1,2,1,1,1,20:01:35,68,17605,2,"0470",2007-08-17,68,1,1,2,3,1,42,3,5,1,1,1,111,1,1,470,5048,1,5,5,1,5,2,1,1,1,1,1,2,8,2,4,9,2,2,3,4,4,98,6,98,98,8,8,8,8,8,2,2,4,4,1,1,2,1,3,2,1,1,42,17082007,2.6,4.33333333333333,1
"742",17606,176,11,4,2,NA,NA,0.05,11,"00PM","Torfaen","","W036","Torfaen Co Const",1,0.586372457949342,0.557728706624606,3,1,2,1,2007-06-04,2007-06-04,15:06:21,1,2,54,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,4,4,12,11,5,3,2,3,0,0,0,0,0,0,0,0,0,0,0,-9,8,3,-1,-1,3,4,2,-1,2,2,1,2,2,2,5,3,1,4,3,3,4,5,3,5,3,3,3,3,3,2,1,2,1,1,1,3,1,1,1,1,5,5,2,2,1,4,1,5,5,5,2,5,2,2,1,3,1,1,4,2,2,2,1,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1,1,7,0,1,1,1,1,3,1,4,2,2,1,1,1,1,1,1,2,1,2,1,3,2,5,2,3,3,2,1,2,-1,2,2,1,1,1,1,-9,1,2,-1,2,3,2,3,0,-9,0,-9,-9,1,2,2,2,2,2,2,2,2,2,2,2,1,9,2,2,-1,3,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,2,2,3,1,2,-9,0,3,1,3,60,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,8213,-9,7,13.3,0,9,3.2,-9,-9,-9,60,-9,-9,-9,-9,"",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,8,2,1,1,1,1,1,15:55:45,45,17606,1,"7169",2007-06-04,45,1,1,1,3,2,54,3,5,1,1,1,111,1,1,7169,1107,1,5,5,2,3,3,3,3,1,1,1,2,1,2,2,2,2,3,3,3,3,0,5,3,3,3,3,3,3,4,4,5,2,1,1,1,1,9,1,1,2,2,54,4062007,2.6,4.8,1
"743",17607,176,11,4,2,NA,NA,0.05,11,"00PM","Torfaen","","W036","Torfaen Co Const",1,0.619281459718154,0.557728706624606,3,1,1,1,2007-08-17,2007-08-17,16:13:46,1,1,80,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,7,6,7,6,6,4,3,3,0,0,0,0,0,0,0,0,0,0,0,-9,9,4,-1,-1,3,4,1,6,2,1,-1,2,2,2,4,3,4,2,5,3,1,4,4,5,4,5,4,2,8,8,2,4,2,2,2,4,2,8,1,8,3,5,2,1,8,4,4,5,5,4,5,5,3,-1,3,-1,-1,1,3,3,3,8,8,3,2,4,4,97,-3,-3,-3,1,-3,-3,97,-2,-2,-2,-2,97,4,5,1,8,5,6,98,98,3,4,4,1,8,3,3,3,1,1,3,2,1,2,1,2,2,8,9,3,8,3,1,2,8,1,-1,1,2,3,1,1,1,-9,1,2,-1,2,2,1,3,0,-9,0,-9,-9,2,2,2,2,2,2,2,1,2,2,2,2,8,9,1,1,2,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,97,97,4,1,2,-9,0,3,1,5,40,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,8125,13422,7,12.4,0,10,4,840,0,-9,29,-9,-9,-9,-9,"",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,97,1,1,1,2,1,17:00:43,47,17607,2,"0470",2007-08-17,47,1,1,2,3,1,80,3,5,1,1,1,111,1,1,470,5047,1,8,4,1,2,2,2,5,4,8,8,2,8,2,3,3,8,3,2,4,4,3,6,1,96,1,1,3,8,8,5,1,1,1,3,1,1,1,1,1,4,1,80,99992007,2.2,4.5,1
